Date of fail,Product description,Country of origin,Producer name,Reason for fail,Results,Units,Reference,Category,Test applied,Holding order number
2021-07-23,Fresh mangosteens,Thailand,Tropical Green Co Ltd,Chlorpyrifos not permitted in this food,0.36,mg/kg,FSC 1.4.2,Surveillance,,
2021-07-26,Peanuts,Indonesia,Pt. Ambengan Jaya Berkat Sejahtera,Aflatoxin,0.07,mg/kg,NUT 11/2018,Risk,,
2021-07-27,Mackerel,Japan,Mizuno Sea Foods Co. Ltd,Listeria Monocytogenes,Detected,/125g,FSH 07/2018,Risk,,
2021-07-27,Dried fish keeramin,Sri Lanka,Derana Marketing Services Pvt Ltd,Histamine ,240,mg/kg,HIS 12/2016,Risk,,
2021-07-28,Maldive fish chips,Sri Lanka,Lakrasa Food (Pvt) Ltd.,Histamine ,400,mg/kg,HIS 12/2016,Risk,,
2021-07-28,Pitted dates,Iran Islamic Republic of,Anatolia,Propargite not permitted in this food.,0.11,mg/kg,FSC 1.4.2,Surveillance,,
2021-07-28,Dried Kelp,Korea Republic of,Young Il General Food,Iodine,4580,mg/kg,BSW 12/2016,Risk,,
2021-07-28,Sheep cheese with chili,Spain,"Spanish Cheese, S.L. (15.05448/ab)",Listeria monocytogenes detected,Detected,/125g,CHE 07/2018,Risk,,
2021-07-28,Red fermented bean curd,China,Foshan Hai Tian Flavoring & Food Company Limited,Detected in excess of levels permitted.,"1300, 600, 300, 7700, 300",CFU/g,FSC 1.6.1,Surveillance,,
2021-07-29,Cheese,Ireland,Dairygold Imokilly (Mogeely Ireland),Mould,Detected,/125g,Imported Food Control Act Section 3(2),Risk,,
2021-07-29,Malt drink powder,India,Nestle,Copper not permitted in this food.,,,FSC 1.3.2,Surveillance,,
2021-07-30,Instant coffee powder with ginseng,Thailand,Zhulian,VitaminsÂ Â  not permitted in this food.,,,FSC 1.3.2,Surveillance,,
2021-07-30,Headless dried herring,Philippines,Umahan International Inc,Histamine,260,mg/kg,HIS 12/2016,Risk,,
2021-08-02,Fresh sugar snap pea,China,"Hunan Duoying Agricultural Science and Technology Co., Ltd",Flusilazole not permitted in this food,0.1,mg/kg,FSC 1.4.2,Surveillance,,
2021-08-03,Kelp,China,Cangzhou Huahei Shunda Grain and Oil Seasoning Co,Iodine detected in excess of level permitted,6000,mg/kg,BSW 12/2016,Risk,,
2021-08-03,Seasoned baby clam meat,Korea Republic of,Samjin G.F,E. coli detected in excess of level permitted,"<2.3, <2.3, <2.3, 2.3, 24",MPN/g,MOL 11/2020,Risk,,
2021-08-05,Cocoa powder,Japan,Morinaga & Co Ltd,"Niacin, vitamin B1 and ferric pyrophosphate not permitted in this food",,,FSC 1.3.2,Surveillance,,
2021-08-05,Chilli powder,India,Phalada Agro Research Foundation Pvt Ltd,Salmonella detected,Detected,/125g,SPI 06/2019,Risk,,
2021-08-11,Ice tea - lemon and peach,Vietnam,Unilever Vietnam,Vitamin C not permitted in this food.,,,FSC 1.3.2,Surveillance,,
2021-08-12,Dried herring in hot corn oil,Phillipines,Sharmila Corp (Phillipines),Histamine detected in excess of level permitted,420,mg/kg,HIS 12/2016,Risk,,
2021-08-13,Blood orange & eucalyptus tea,Sri Lanka,Ceylon Tea Services Plc,Vitamin C not permitted in this food.,,,FSC 1.3.2,Surveillance,,
2021-08-18,Paprika,India,Aerath Business Corporation,Salmonella detected,Detected,/125g,SPI 06/2019,Risk,,
2021-08-20,Maldive fish chips,Sri Lanka,Lanka Spice Pvt Limited,Histamine ,280,mg/kg,HIS 12/2016,Risk,,
2021-08-20,Linna dry fish (cape mackerel),Sri Lanka,Green Line Lanka Pvt Ltd,Histamine ,1600,mg/kg,HIS 12/2016,Risk,,
2021-08-23,Basmati rice,India,L T Foods Ltd,Lead detected in excess of level permitted,0.5,mg/kg,FSC 1.4.1,Surveillance,,
2021-08-24,Gorgonzola dolcesesia emmi,Italy,Eredi Angelo Baruffaldi Srl,Listeria monocytogenes detected,Detected,/125g,CHE 07/2018,Risk,,
2021-08-24,Fresh kolkata betel leaves,India,Rgn Exports,Chlorpyrifos detected in excess of MRL.,0.03,mg/kg,FSC 1.4.2,Surveillance,,
2021-08-25,Frozen dried anchovy,Vietnam,"Thuan Thien Producing Trading Co., Ltd",Histamine detected in excess of level permitted,290,mg/kg,HIS 12/2016,Risk,,
2021-08-25,Chilli powder,India,H.R. Exports Pvt Ltd,Salmonella detected,Detected,/125g,SPI 06/2019,Risk,,
2021-08-26,Ocean farmed barramundi fillets,Sri Lanka,Oceanpick (Pvt) Ltd,Enrofloxacin not permitted in this food,"0.007, 0.003, 0.004, 0.004",mg/kg,FSC 1.4.2,Surveillance,,
2021-08-26,Maldive fish chips (Fried dry fish),Sri Lanka,Lanka Spice Pvt,Histamine detected in excess of level permitted,"250, 280",mg/kg,HIS 12/2016,Risk,,
2021-08-26,Dried lemon slices,China,Xiangyang Tianma Zhonghe Trading Co. Ltd,Myclobutanil detected in excess of MRL,0.06,mg/kg,FSC 1.4.2,Surveillance,,
2021-08-26,Dried lemon slices,China,Xiangyang Tianma Zhonghe Trading Co. Ltd,Pyraclostrobin detected in excess of MRL,0.54,mg/kg,FSC 1.4.2,Surveillance,,
2021-08-27,Lactic acid drink,China,Wa Ha Ha Drinks Co Ltd,"Nicotinamide, zinc and vitamin E not permitted in this food.",,,FSC 1.3.2,Surveillance,,
2021-08-30,Mixed sesame paste,China,"Baodang Guan Xiang Food Co., Ltd",Aflatoxin detected in excess of level permitted,"0.013 (product contains 50% peanut, therefore the calculated maximum level is 0.0075)",mg/kg,NUT 11/2018,Risk,,
2021-09-02,Breakfast Cereal,United States,Hershey Food Corporation,Vitamin B12 and Vitamin A palmitate (retinol form) not permitted in this food.,,,FSC 1.3.2,Surveillance,,
2021-09-02,Whole broad beans,India,Benz Exports,Profenofos detected in excess of MRL.,0.17,mg/kg,FSC 1.4.2,Surveillance,,
2021-09-02,Whole broad beans,India,Benz Exports,Cypermethrin detected in excess of MRL.,0.07,mg/kg,FSC 1.4.2,Surveillance,,
2021-09-02,Breakfast cereal,United States,General Mills Inc (USA),Vitamin B12 and vitamin A palmitate (retinol form) not permitted in this food.,,,FSC 1.3.2,Surveillance,,
2021-09-02,Breakfast cereal,United States,Mondelez,Vitamin B5 (calcium pantothenate) not permitted in this food.,,,FSC 1.3.2,Surveillance,,
2021-09-02,Breakfast cereal,United States,Post Consumer Brands,Vitamin B5 (calcium pantothenate) not permitted in this food.,,,FSC 1.3.2,Surveillance,,
2021-09-03,Crunchy peanut butter,Turkey,Apsa Gida Sanayive Ticaret,Aflatoxin,"0.015Â Â  (product contains 94% peanut, therefore the calculated maximum level is 0.0141)",mg/kg,NUT 11/2018,Risk,,
2021-09-03,Jujube (with seeds),China,Zhanhua Kingman Food Co.Ltd,Propargite not permitted in this food.,0.09,mg/kg,FSC 1.4.2,Surveillance,,
2021-09-06,Cassava chips,Indonesia,Pt Arira Pangindo,Hydrocyanic acid ,12,mg/kg,CAS 09/2016,Risk,,
2021-09-06,Cooked prawns tail on,Vietnam,Minh Phu Seafood Corp,Vibrio cholerae,Detected, /125g ,CRU 11/2020,Risk,,
2021-09-07,Red chilli powder,India,Pramukh Food Exports Pvt Ltd,Salmonella ,Detected,/125g,SPI 06/2019,Risk,,
2021-09-10,Chilli powder,India,Mahashian Di Hatti,Salmonella ,Detected,/125g,SPI 06/2019,Risk,,
2021-09-13,Yakisoba noodles,Japan,Nissin Food Co,Non compliant BSE certificate provided - No BSE certificate,,,BEF 11/2018,Risk,,
2021-09-13,Corn chips (Beef flavour),Japan,YbcÂ Â Â ,Non compliant BSE certificate provided - No BSE certificate,,,BEF 11/2018,Risk,,
2021-09-13,Dried fish,Sri Lanka,Union Commodities Pte Ltd,Histamine,"260, 430, 610",mg/kg,HIS 12/2016,Risk,,
2021-09-13,Breakfast cereal,Japan,Calbee,Additive pantothenic acid and vitamin B12 not permitted in this food.,,,FSC 1.3.2,Surveillance,,
2021-09-14,Black pepper powder,India,Aryas Foods,Salmonella ,Detected,/125g,SPI 06/2019,Risk,,
2021-09-14,Multigrain porridge,Tanzania United Republic of,Africa Improved Foods (Rwanda) Ltd,"Pantothenic acid (vitamin B5), vitamin D3, vitamin K1, biotin (vitamin B7/B8), vitamin B12 and iodine not permitted in this food.",,,FSC 1.3.2,Surveillance,,
2021-09-14,Chilli powder,India,Aryas Foods,Salmonella ,Detected,/125g,SPI 06/2019,Risk,,
2021-09-14,Oronamin C drink,Japan,"Otuska Pharmaceutical Co., Ltd.","Vitamin C, niacinamide, vitamin B6, vitamin B2 and vitamin P not permitted in this food.",,,FSC 1.3.2,Surveillance,,
2021-09-15,Dried kelp,"Korea, Republic of",Namdo General Food,Iodine ,4900,mg/kg,BSW 12/2016,Risk,,
2021-09-15,Raisins,India,Harihar foods Pvt. Ltd. (India),Carbendazim detected in excess of MRL.,1.05,mg/kg,FSC 1.4.2,Surveillance,,
2021-09-15,Chilli powder,India,Mahashian Di Hatti Ltd (India),Salmonella ,Detected,/125g,SPI 06/2019,Risk,,
2021-09-15,Frozen whole durian,Vietnam,Song Tran Import and Export Co Ltd,Carbendazim not permitted in this food.,0.13,mg/kg,FSC 1.4.2,Surveillance,,
2021-09-15,Chilli powder extra hot,India,Harihar Foods Pvt. Ltd. (India),Salmonella ,Detected,/125g,SPI 06/2019,Risk,,
2021-09-16,Frozen whole durian,Thailand,Sunshine International Co Ltd,Procymidone not permitted in this food.,0.83,mg/kg,FSC 1.4.2,Surveillance,,
2021-09-17,Mangoes fresh,Pakistan,Progressive Mango Growers Multan,Tebuconazole detected in excess of MRL.,0.13,mg/kg,FSC 1.4.2,Surveillance,,
2021-09-17,Okra,Egypt,Manahel Group,Chlorpyrifos detected in excess of MRL.,0.02,mg/kg,FSC 1.4.2,Surveillance,,
2021-09-21,Soybeans in pod,Indonesia,Pt Mitratani Dua Tujuh,Permethrin detected in excess of MRL.,0.08,mg/kg,FSC 1.4.2,Surveillance,,
2021-09-21,Betel nut â€“ Areca catechu,India,Patidar Exports Pvt Limited,Prohibited plant - Betel nut ,,,FSC 1.4.4,Risk,,
2021-09-21,Seaweed,China,Jinqiang Food Factory,Iodine,2000,mg/kg,BSW 12/2016,Risk,,
2021-09-22,Squid dumplings,Malaysia,Narae Foods Co Ltd,Vitamin C not permitted in this food.,,,FSC 1.3.2,Surveillance,,
2021-09-22,Coconut biscuits,Republic of Korea,Pt Mayora Indah Tbk,Vitamin B12 not permitted in this food.,,,FSC 1.3.2,Surveillance,,
2021-09-23,Dried longan,China,Hing Lee Hong Enterprise Ltd (China),Carbendazim not permitted in this food.,0.06,mg/kg,FSC 1.4.2,Surveillance,,
2021-09-23,"Cayenne pepper, Chilli powder",India,Miltop Exports (India),Salmonella,Detected,/125g,SPI 06/2019,Risk,,
2021-09-27,Cream crackers,Malaysia,Mondelez Malaysia Sales Snd Bhd,Vitamin B12 and iodine not permitted in this food.,,,FSC 1.3.2,Surveillance,,
2021-09-27,Flavoured biscuits,Malaysia,Mondelez Malaysia Sales Snd Bhd,"Vitamin B12, vitamin D, iodine and selenium not permitted in this food.",,,FSC 1.3.2,Surveillance,,
2021-09-28,Spiced peanuts,India,Balaji Wafers Pvt Ltd,Aflatoxin,0.086,mg/kg,NUT 11/2018,Risk,,
2021-09-30,Chocolate drink,Philippines,Nestle,Iron pyrophosphate not permitted in this food,,,FSC 1.3.2,Surveillance,,
2021-09-30,Apple juice drink,Philipines,Zesto,Zinc lactate and vitamin A palmitate not permitted in this food.,,,FSC 1.3.2,Surveillance,,
2021-10-04,Juice powder,India,Umed Overseas,The food is not suitable for consumption due to damaged packaging Â ,,,Imported Food Control Act Section 3(2),Surveillance,,
2021-10-06,Tapioca chips spicy,India,Wynad Exports,Hydrocyanic acid,23,mg/kg,CAS 09/2016,Risk,,
2021-10-06,Pistachio pesto,Italy,Gusta La Sicilia Srl,Aflatoxin,0.095,mg/kg,NUT 11/2018,Risk,,
2021-10-07,Tahini,Iran Islamic Republic of,Osareh Nab E Sahand Co,Salmonella,Detected,/125gÂ ,SES 05/2014,Risk,,
2021-10-07,Kashmiri chilli powder,India,Shri Balaji Trademark India Pvt Ltd,Salmonella,Detected,/125g,SPI 06/2019,Risk,,
2021-10-08,Pointed gourd slices,India,Innovative Cuisine,Profenofos detected in excess of MRL,0.06Â Â ,mg/kg,FSC 1.4.2,Surveillance,,
2021-10-11,Pointed gourd,India,Innovative Cuisine,Acephate not permitted in this food,0.04,mg/kg,FSC 1.4.2,Surveillance,,
2021-10-11,Tapioca chips,India,Greenmount Spices,Hydrocyanic acid,17,mg/kg,CAS 09/2016,Risk,,
2021-10-11,Beef hot-pot kit,Taiwan,"Taiwan Yihai Food Co.,Ltd.",Non-compliant BSE certificate provided ,Â N/A,,BEF 11/2018,Risk,,
2021-10-13,Sliced peeled coconut,Tonga,Tupou Fresh Produce Ltd,Salmonella Detected,Detected,/125gÂ Â ,FSC 1.6.1,Surveillance,,
2021-10-13,Frozen soft shell crabs,Myanmar,Mef International Company Limited,Nitrofurazone,0.002,mg/kg,FSC 1.4.2,Surveillance,,
2021-10-14,Black lentils â€“ split,India,Pramukh Food Exports Pvt Ltd,Phorate not permitted in this food,0.11,mg/kg,FSC 1.4.2,Surveillance,,
2021-10-14,Dried kelp,Korea Republic of,Hosan Co Ltd,Iodine,4600,mg/kg,BSW 12/2016,Risk,,
2021-10-15,Cassava round chips,India,Kottackal Agro Foods,Hydrocyanic acid ,13,mg/kg,CAS 09/2016,Risk,,
2021-10-18,Fermented beancurd,China,Guangzhou Jierong Trading Co.Ltd.,Detected in excess of levels permitted,"1900, >30000, 2300, 5600, >30000",CFU/g,Imported Food Control Act Section 3(2),Surveillance,,
2021-10-19,Red ginseng tea,Korea Republic of,Nonghyup Red Ginseng Co Ltd,Vitamin C not permitted in this food,,,FSC 1.3.2Â ,Surveillance,,
2021-10-19,Fresh green chilli,India,Vadilal Industries Limited,Flusilazole not permitted in this food,0.14,mg/kg,FSC 1.4.2,Surveillance,,
2021-10-20,Dried kelp,Korea Republic of,Chaemione Food,Iodine,2900,mg/kg,BSW 12/2016,Risk,,
2021-10-20,Pecorino blu (cheese),Italy,Salcis,Listeria monocytogenes,Detected,/125gÂ ,CHE 07/2018,Risk,,
2021-10-21,Black pitted olives,Israel,Kvuzat Yavne (Israel),Ferrous sulphate (labelled as ferrum) not permitted in this food,,,FSC 1.2.1/1.3.2,Surveillance,,
2021-10-22,Milk + fruit drink (various flavours)Â ,China,Wa Ha Ha Drinks Co Ltd,Nicotinamide and Zinc not permitted in this food,,,FSC 1.3.2,Surveillance,,
2021-10-25,Frozen sweet cherries,Serbia,Sirogojno Company Doo,Phosmet detected in excess of MRL,0.09,mg/kg,FSC 1.4.2,Surveillance,,
2021-10-26,Frozen hijiki seaweed,Korea Republic of,Bfo Global Inc,Inorganic arsenic,1.7,mg/kg,HJS 10/2016,Risk,,
2021-10-27,Biscuit Â (original/cheese/cacao flavour),Korea Republic of,Hosan Co Ltd,Vitamin C not permitted in this food,,,FSC 1.3.2,Surveillance,,
2021-10-28,Dried kelp,Korea Republic of,Hee Chang Trading Co Ltd (Korea),Iodine,4190,mg/kg,BSW 12/2016,Risk,,
2021-11-01,Fresh betel leaves,India,Vinayaga Exports,Profenofos detected in excess of MRL,2.76,mg/kg,,Surveillance,,
2021-11-01,Fresh betel leaves,India,Vinayaga Exports,Carbendazim not permitted in this food.,0.22,mg/kg,FSC 1.4.2,Surveillance,,
2021-11-03,Shredded kelp,Japan,Honpo Co. Ltd.,Iodine,3940,mg/kg,BSW 12/2016,Risk,,
2021-11-03,Frozen cooked vannamei prawns,Vietnam,Minh Cuong Seafood Import - Export Frozen Processing Joint Stock Company,Salmonella,Detected,/125g,CRU 11/2020,Risk,,
2021-11-05,Cayenne pepper,India,Miltop Exports (India),Salmonella,Detected,/125gÂ ,SPI 06/2019,Risk,,
2021-11-08,Red bean pancake - taro flavour,China,Huitou Ke Food Group Co. Ltd.,Monascus not permitted in this food,,,FSC 1.3.1,Surveillance,,
2021-11-08,Raw pistachio,United Arab Emirates,Delmon Star General Trading,Aflatoxin,0.056,mg/kg,NUT 11/2018,Risk,,
2021-11-08,Tapioca chips,India,Malabar Natural Foods Pvt Ltd,Hydrocyanic acid,12,mg/kg,CAS 09/2016,Risk,,
2021-11-09,Frozen whole durian,Vietnam,BJ&T Joint Stock Company,Hexaconazole not permitted in this food,0.08,mg/kg,,Surveillance,,
2021-11-09,Frozen whole durian,Vietnam,BJ&T Joint Stock Company,Metalaxyl detected in excess of MRL ,0.14,mg/kg,FSC 1.4.2,Surveillance,,
2021-11-09,Plum & peach candy,Korea Republic of,Lotte Confectionery,Vitamin E not permitted in this food,,,FSC 1.3.2,Surveillance,,
2021-11-09,Crushed chilli,India,Nishant Export,Salmonella,Detected,/125g,SPI 06/2019,Risk,,
2021-11-10,Betel nut,Thailand,Siam Moei Co. Ltd.,Prohibited plant - Areca catechu (Betel nut),,,PPF 11/2020,Risk,,
2021-11-11,Sardines,Tanzania United Republic of,Tanganyika Fresh Fish Co Ltd,The food is not suitable for its reasonable intended use. Food contaminated with insects and debris.,N/AÂ ,,Imported Food Control Act Section 3(2),Risk,,
2021-11-12,Kashmiri mirch red chilli powder,India,Mahashian Di Hatti,Salmonella,Detected,/125g,SPI 06/2019,Risk,,
2021-11-12,Dried kelp,Korea Republic of,Namdo General Food,Iodine,4400,mg/kg,BSW 12/2016,Risk,,
2021-11-12,Spicy wheat cracker ,China,"Henan Luohe Pingping Food Co., Ltd",Monascus not permitted in this food,,,FSC 1.3.1,Surveillance,,
2021-11-12,Energy drink,Japan,"Otuska Pharmaceutical Co., Ltd.","Additives; Vitamin C, P, niacinamide not permitted in this food",,,FSC 1.3.2,Surveillance,,
2021-11-12,Chilli,Thailand,Alpha Food and Product Co Ltd,Salmonella,Detected,/125g,SPI 06/2019,Risk,,
2021-11-15,Snakehead fish slices,China,Beihai Qinguo Frozen Foods Co. Ltd,Enrofloxacin,0.01,mg/kg,FSC 1.4.2,Surveillance,,
2021-11-15,Snakehead fish slices,China,Beihai Qinguo Frozen Foods Co. Ltd,Ofloxacin,0.004,mg/kg,,Surveillance,,
2021-11-15,Snakehead fish slices,China,Beihai Qinguo Frozen Foods Co. Ltd,Levofloxacin,0.004,mg/kg,,Surveillance,,
2021-11-18,Chilli ground,India,Miltop Exports (India),Salmonella,Detected,/125g,SPI 06/2019,Risk,,
2021-11-23,Jelly,Japan,Sanyo Foods Co. Ltd,Additive; lac colour not permitted in this food,,,FSC 1.3.1,Surveillance,,
2021-11-23,Tapioca chips,India,Malabar Natural Foods Pvt Ltd,Hydrocyanic acid,11.2,mg/kg,CAS 09/2016,Risk,,
2021-11-24,Skip jack tuna dried fish,Sri Lanka,Kandyan Food Products,Histamine,1100,mg/kg,HIS 12/2016,Risk,,
2021-11-29,Soft drink,Malaysia,Kickapoo Malaysia Sdn Bhd (Malaysia),Additive; caffeine not permitted in this food,,,FSC 1.3.1,Surveillance,,
2021-11-30,Dried seasoned sardine,Japan,Jinno Co Ltd,The food is not suitable for its reasonable intended use - Mould contamination.,,,Imported Food Control Act Section 3(2),Risk,,
,(peas),,,,,,FSC 1.4.2,Surveillance,,
,,,Magdaline Maino, (Betel nut),,,,Surveillance,,
,,United States of America,Simpson Laboratories,,,,,Surveillance,,
,,,,Cypermethrin,0.069 - Exceeds permitted MRL,mg/kg,FSC 1.4.2,Surveillance,,
,,,,Iprodione,0.16 - Exceeds permitted MRL,mg/kg,FSC 1.4.2,Surveillance,,
,,,,Permethrin,0.39 - Exceeds permitted MRL,mg/kg,FSC 1.4.2,Surveillance,,
,,,,Profenofos,5.5225 - Exceeds permitted MRL,mg/kg,FSC 1.4.2,Surveillance,,
,,,,Chlorpyrifos,Detected - Not permitted in this food,mg/kg,FSC 1.4.2,Surveillance,,
,,,,Fipronil,Detected - Not permitted in this food,mg/kg,FSC 1.4.2,Surveillance,,
,,,,Metalaxyl,0.4039 - Exceeds permitted MRL,mg/kg,FSC 1.4.2,Surveillance,,
,,,,Selenium,Not permitted in this food,,FSC 1.3.2,Surveillance,,
,,,,Pantothenic acid,Not permitted in this food,,FSC 1.3.2,Surveillance,,
,,,,Vitamin B12,Not permitted in this food,,FSC 1.3.2,Surveillance,,
,,,,Acephate,Detected - Not permitted in this food,mg/kg,FSC 1.4.2,Surveillance,,
,,,,Carbendazim,0.11 - Exceeds permitted MRL,mg/kg,FSC 1.4.2,Surveillance,,
,,,,Permethrin,0.10 - Exceeds permitted MRL,mg/kg,FSC 1.4.2,Surveillance,,
,,,,Salmonella,Detected,/125g,SPI 06/2019,Risk,,
2022-01-04,Sesame seed,India,Pramukh Food Exports Pvt Ltd,Salmonella detected.,Detected,/125g,SES 05/2014,Risk,Salmonella,
2022-01-05,Cream crackers,Malaysia,Mondelez Malaysia Sales Snd Bhd,Vitamin B12 and Iodine not permitted in this food.,,,FSC 1.3.2,Surveillance,Composition,HO match 17378
2022-01-06,Dried herring,Philippines,Yang Yang Food Products,Histamine detected in excess of level permitted.,513,mg/kg,HIS 12/2016,Risk,Histamine,
2022-01-07,Dried seaweed,China,Tesana Trading Ltd (Hong Kong),Iodine detected in excess of level permitted.,3440,mg/kg,BSW 12/2016,Risk,Iodine,
2022-01-10,Roasted sesame seed,Nepal,Sagoon Export Nepal Pvt Ltd,The food is not suitable for its reasonable intended use - insect infestation.,,,Imported Food Control Act Section 3(2) ,Risk,Visual,
2022-01-13,Mussels,Fiji,Green Isle Exporters Fiji,E. coli detected in excess of levels permitted.,">110, <2.3, >110, 46, 2.3",MPN/g,MOL 12/2021,Risk,Escherichia coli (E. coli),
2022-01-14,Soybeans,Taiwan,Fu Hong Foods Enterprise Co Ltd,Indoxacarb detected in excess of maximum residue limit.,0.06,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,17582
2022-01-14,"Bracken fern, Pteridium aquilinum",Korea Republic of,Yong In Yu Tong,Prohibited plant - Pteridium aquilinum,,,FSC 1.4.4,Risk,Composition,
2022-01-17,Pistachio kernel,Iran Islamic Republic of,Ratin Khosh Co,Aflatoxin detected in excess of level permitted.,0.027,mg/kg,NUT 11/2018,Risk,Aflatoxin,
2022-01-17,Frozen soft shell crab,Myanmar,Mef International Company Limited,NitrofurazoneÂ  not permitted in this food.,0.002,mg/kg,FSC 1.4.2,Surveillance,Nitrofurans,HO match 17414
2022-01-18,Seasoned seaweed,Japan,Kurakon Foods Corporation,Iodine detected in excess of level permitted.,4800,mg/kg,BSW 12/2016,Risk,Iodine,
2022-01-19,Apple juice drink & guyabano juice drink,Philippines,Harman Foods Phils Inc,Zinc not permitted in this food.,,,FSC 1.3.2,Surveillance,Composition,17592
2022-01-19,Chocolate milk drink,Philippines,Nestle,Zinc not permitted in this food.,,,FSC 1.3.2,Surveillance,Composition,17593
2022-01-19,Chocolate milk drink,Philippines,Nestle,Vitamin B1 not permitted in this food.,,,FSC 1.3.2,Surveillance,Composition,17593
2022-01-19,Parched peanut powder,Taiwan,Sunright Foods Corporation,Aflatoxin detected in excess of level permitted.,"0.011 (product contains 42% peanut, therefore the calculated maximum level is 0.006)",mg/kg,NUT 11/2018,Risk,Aflatoxin,
2022-01-20,Pickled sliced turnip,Lebanon,Jean Raad for Industries and Trade,Additive E123 not permitted in this food.,,,FSC 1.3.1,Surveillance,Composition,HO match 15969
2022-01-24,Kashmir chilli powder mild,India,Desai Brothers,Salmonella detected.,Detected,/125g,SPI 06/2019,Risk,Salmonella,
2022-01-25,Salted roasted peanuts,China,Chaofeng Food Pty,Aflatoxin detected in excess of level permitted.,0.17,mg/kg,NUT 11/2018,Risk,Aflatoxin,
2022-01-25,Tapioca chips - salsa masala flavour & classic salt flavour,India,Kvr Traders,Hydrocyanic acid detected in excess of level permitted.,"11, 18",mg/kg,CAS 09/2016,Risk,Hydrocyanic acid,
2022-01-27,Roasted peanuts - fermented bean curd flavour,China,Foshan City Shunde District Ronggui Guangjilong Foodstuff Co Ltd,Aflatoxin detected in excess of level permitted.,0.26,mg/kg,NUT 11/2018,Risk,Aflatoxin,
